file,subject,N,frames,down,up,eq,empty,total_drop,total_fill
Jalan9.csv,E,64,82,28,54,0,0,846,1708
Jalan1.csv,F,64,75,19,54,2,0,199,1058
Jalan10.csv,F,64,97,16,79,2,0,346,2796
Jalan11.csv,F,64,97,28,69,0,0,511,1998
Jalan12.csv,F,64,95,18,76,1,0,511,2624
Jalan13.csv,F,64,105,30,72,3,0,463,2154
Jalan14.csv,F,64,105,14,91,0,0,160,3184
Jalan15.csv,F,64,245,20,222,3,0,292,7470
Jalan16.csv,F,64,269,44,219,6,0,679,7420
Jalan17.csv,F,64,238,70,164,4,0,1388,5317
Jalan18.csv,F,64,195,92,102,1,0,2292,3011
Jalan19.csv,F,64,214,39,175,0,0,641,6623
Jalan2.csv,F,64,89,49,39,1,0,1648,939
Jalan20.csv,F,64,208,35,172,1,0,828,5290
Jalan21.csv,F,64,171,53,117,1,0,1353,3230
Jalan22.csv,F,64,159,69,89,1,0,1910,2732
Jalan23.csv,F,64,398,79,314,5,0,1419,10213
Jalan24.csv,F,64,383,137,241,5,0,3883,7709
Jalan25.csv,F,64,70,11,57,2,0,84,1452
Jalan26.csv,F,64,76,40,36,0,0,1260,1088
Jalan27.csv,F,64,74,29,44,1,0,655,1178
Jalan28.csv,F,64,36,0,36,0,0,0,2042
Jalan29.csv,F,64,49,0,49,0,0,0,2316
Jalan3.csv,F,64,86,42,42,2,0,966,1436
Jalan30.csv,F,64,68,6,61,1,0,32,2083
Jalan31.csv,F,64,69,12,56,1,0,92,1811
Jalan32.csv,F,64,69,21,47,1,0,393,1863
Jalan33.csv,F,64,72,12,60,0,0,157,1834
Jalan34.csv,F,64,75,8,67,0,0,101,2625
Jalan35.csv,F,64,77,30,46,1,0,837,1413
Jalan36.csv,F,64,72,19,52,1,0,547,1703
Jalan37.csv,F,64,86,38,47,1,0,813,1383
Jalan38.csv,F,64,83,12,70,1,0,184,2614
Jalan39.csv,F,64,181,34,145,2,0,537,5160
Jalan4.csv,F,64,46,0,46,0,0,0,2465
Jalan40.csv,F,64,186,29,156,1,0,608,5699
Jalan41.csv,F,64,160,49,109,2,0,1010,3161
Jalan42.csv,F,64,133,58,74,1,0,1724,1490
Jalan43.csv,F,64,177,18,159,0,0,195,5909
Jalan44.csv,F,64,182,34,147,1,0,713,4878
Jalan45.csv,F,64,154,48,105,1,0,1241,3268
Jalan46.csv,F,64,119,56,61,2,0,1411,1873
Jalan47.csv,F,64,330,78,249,3,0,1523,8796
Jalan48.csv,F,64,302,91,208,3,0,2424,7068
Jalan49.csv,F,64,98,23,74,1,0,370,1792
Jalan5.csv,F,64,60,0,60,0,0,0,2742
Jalan50.csv,F,64,99,54,42,3,0,1944,1064
Jalan51.csv,F,64,102,37,65,0,0,792,2062
Jalan52.csv,F,64,48,0,48,0,0,0,2661
Jalan53.csv,F,64,72,0,72,0,0,0,3290
Jalan54.csv,F,64,94,6,88,0,0,34,2992
Jalan55.csv,F,64,89,24,64,1,0,273,2327
Jalan56.csv,F,64,81,23,54,4,0,350,2063
Jalan57.csv,F,64,96,43,52,1,0,1527,1864
Jalan58.csv,F,64,98,14,82,2,0,241,3060
Jalan59.csv,F,64,81,13,68,0,0,172,1935
Jalan6.csv,F,64,73,8,64,1,0,64,2073
Jalan60.csv,F,64,106,9,96,1,0,176,3568
Jalan61.csv,F,64,107,41,65,1,0,772,1685
Jalan62.csv,F,64,102,20,81,1,0,467,2727
Jalan63.csv,F,64,253,32,221,0,0,459,8072
Jalan64.csv,F,64,268,51,216,1,0,742,7493
Jalan65.csv,F,64,229,66,162,1,0,1372,5291
Jalan66.csv,F,64,180,87,90,3,0,2133,2025
Jalan67.csv,F,64,208,20,186,2,0,322,7030
Jalan68.csv,F,64,254,45,206,3,0,672,7535
Jalan69.csv,F,64,203,60,141,2,0,1229,4307
Jalan7.csv,F,64,75,17,57,1,0,220,1952
Jalan70.csv,F,64,164,69,91,4,0,1694,2543
Jalan71.csv,F,64,428,102,324,2,0,2009,10500
Jalan72.csv,F,64,400,162,236,2,0,4739,7365
Jalan8.csv,F,64,78,23,54,1,0,466,2192
Jalan9.csv,F,64,103,46,56,1,0,1706,2063
Jalan1.csv,G,64,93,15,77,1,0,239,1677
Jalan10.csv,G,64,98,19,79,0,0,359,2801
Jalan11.csv,G,64,74,19,55,0,0,178,1115
Jalan12.csv,G,64,97,22,74,1,0,712,2389
Jalan13.csv,G,64,109,46,63,0,0,1105,1954
Jalan14.csv,G,64,106,18,85,3,0,190,2855
Jalan15.csv,G,64,235,27,204,4,0,417,7748
Jalan16.csv,G,64,236,53,183,0,0,911,6029
Jalan17.csv,G,64,214,59,152,3,0,1035,4461
Jalan18.csv,G,64,191,94,94,3,0,2708,2592
Jalan19.csv,G,64,231,24,205,2,0,478,7856
Jalan2.csv,G,64,101,51,50,0,0,1812,1319
Jalan20.csv,G,64,196,27,167,2,0,368,5828
Jalan21.csv,G,64,174,49,122,3,0,1078,3636
Jalan22.csv,G,64,155,77,77,1,0,2320,2094
Jalan23.csv,G,64,387,56,330,1,0,814,11637
Jalan24.csv,G,64,376,102,272,2,0,3039,8399
Jalan25.csv,G,64,64,10,53,1,0,138,1504
Jalan26.csv,G,64,77,41,36,0,0,1279,818
Jalan27.csv,G,64,67,20,46,1,0,732,1191
Jalan28.csv,G,64,43,0,43,0,0,0,2346
Jalan29.csv,G,64,57,0,57,0,0,0,2658
Jalan3.csv,G,64,97,29,67,1,0,696,1949
Jalan30.csv,G,64,70,7,61,2,0,46,2139
Jalan31.csv,G,64,59,18,40,1,0,421,974
Jalan32.csv,G,64,63,20,43,0,0,380,1580
Jalan33.csv,G,64,64,19,44,1,0,580,1604
Jalan34.csv,G,64,59,14,45,0,0,282,1484
Jalan35.csv,G,64,65,18,46,1,0,188,1290
Jalan36.csv,G,64,90,20,70,0,0,426,2473
Jalan37.csv,G,64,85,26,59,0,0,499,1570
Jalan38.csv,G,64,72,18,53,1,0,201,1706
Jalan39.csv,G,64,185,40,145,0,0,621,5417
Jalan4.csv,G,64,49,0,49,0,0,0,2768
Jalan40.csv,G,64,179,42,136,1,0,1031,4947
Jalan41.csv,G,64,169,64,104,1,0,1644,3138
Jalan42.csv,G,64,147,76,70,1,0,2617,2070
Jalan43.csv,G,64,171,37,134,0,0,646,5077
Jalan44.csv,G,64,176,42,132,2,0,596,4851
Jalan45.csv,G,64,149,51,95,3,0,1240,2189
Jalan46.csv,G,64,102,52,47,3,0,1401,1184
Jalan47.csv,G,64,296,53,242,1,0,812,7560
Jalan48.csv,G,64,311,92,215,4,0,2509,6747
Jalan49.csv,G,64,92,17,74,1,0,416,2124
Jalan5.csv,G,64,77,0,77,0,0,0,3475
Jalan50.csv,G,64,109,54,55,0,0,1931,1398
Jalan51.csv,G,64,109,49,56,4,0,1196,1629
Jalan52.csv,G,64,76,0,76,0,0,0,3710
Jalan53.csv,G,64,84,0,84,0,0,0,3769
Jalan54.csv,G,64,110,0,110,0,0,0,4689
Jalan55.csv,G,64,85,24,61,0,0,377,1647
Jalan56.csv,G,64,84,31,53,0,0,539,1889
Jalan57.csv,G,64,84,35,49,0,0,1407,1609
Jalan58.csv,G,64,100,32,68,0,0,545,1929
Jalan59.csv,G,64,100,32,68,0,0,545,1929
Jalan6.csv,G,64,88,4,84,0,0,54,3485
Jalan60.csv,G,64,131,28,101,2,0,744,3459
Jalan61.csv,G,64,111,23,87,1,0,584,2437
Jalan62.csv,G,64,120,32,86,2,0,594,2621
Jalan63.csv,G,64,288,46,237,5,0,741,8956
Jalan64.csv,G,64,264,58,205,1,0,981,7289
Jalan65.csv,G,64,204,84,119,1,0,1680,2814
Jalan66.csv,G,64,202,101,101,0,0,2741,2326
Jalan67.csv,G,64,248,47,201,0,0,639,7093
Jalan68.csv,G,64,225,56,169,0,0,1311,5963
Jalan69.csv,G,64,192,86,100,6,0,1895,2346
Jalan7.csv,G,64,109,24,85,0,0,454,2558
Jalan70.csv,G,64,179,99,80,0,0,2632,2094
Jalan71.csv,G,64,426,71,351,4,0,1124,11579
Jalan72.csv,G,64,414,100,312,2,0,2618,10086
Jalan8.csv,G,64,85,27,58,0,0,425,1897
Jalan9.csv,G,64,97,39,57,1,0,1237,2013
Jalan1.csv,H,64,104,23,80,1,0,398,2023
Jalan10.csv,H,64,79,6,73,0,0,144,2546
Jalan11.csv,H,64,84,16,67,1,0,279,1971
Jalan12.csv,H,64,101,25,74,2,0,534,2567
Jalan13.csv,H,64,99,42,54,3,0,1047,1580
Jalan14.csv,H,64,87,8,79,0,0,211,3184
Jalan15.csv,H,64,262,32,230,0,0,501,7739
Jalan16.csv,H,64,253,52,199,2,0,937,7391
Jalan17.csv,H,64,215,83,130,2,0,1915,4349
Jalan18.csv,H,64,189,59,129,1,0,1283,3582
Jalan19.csv,H,64,223,31,189,3,0,539,6769
Jalan2.csv,H,64,117,53,62,2,0,1520,1523
Jalan20.csv,H,64,227,49,177,1,0,984,6240
Jalan21.csv,H,64,208,53,154,1,0,1475,5216
Jalan22.csv,H,64,184,65,116,3,0,1425,3531
Jalan23.csv,H,64,421,76,344,1,0,1423,11011
Jalan24.csv,H,64,378,128,247,3,0,4555,8330
Jalan25.csv,H,64,51,4,47,0,0,101,1675
Jalan26.csv,H,64,52,5,47,0,0,73,1564
Jalan27.csv,H,64,57,23,34,0,0,838,978
Jalan28.csv,H,64,32,0,32,0,0,0,1719
Jalan29.csv,H,64,46,0,46,0,0,0,2227
Jalan3.csv,H,64,98,52,45,1,0,1515,1187
Jalan30.csv,H,64,54,0,54,0,0,0,1951
Jalan31.csv,H,64,51,11,40,0,0,147,1330
Jalan32.csv,H,64,47,15,32,0,0,341,1368
Jalan33.csv,H,64,49,18,31,0,0,388,1095
Jalan34.csv,H,64,47,6,41,0,0,80,1607
Jalan35.csv,H,64,59,15,43,1,0,242,1537
Jalan36.csv,H,64,64,7,57,0,0,79,2105
Jalan37.csv,H,64,72,26,46,0,0,465,1477
Jalan38.csv,H,64,59,8,50,1,0,172,1649
Jalan39.csv,H,64,170,29,139,2,0,390,5531
Jalan4.csv,H,64,63,0,63,0,0,0,3348
Jalan40.csv,H,64,164,34,128,2,0,677,4975
Jalan41.csv,H,64,179,42,135,2,0,878,4024
Jalan42.csv,H,64,127,57,66,4,0,1218,1755
Jalan43.csv,H,64,159,29,129,1,0,451,5270
Jalan44.csv,H,64,161,34,125,2,0,677,4723
Jalan45.csv,H,64,163,41,121,1,0,1118,4377
Jalan46.csv,H,64,139,45,93,1,0,779,2731
Jalan47.csv,H,64,282,50,231,1,0,650,8262
Jalan48.csv,H,64,276,87,188,1,0,2748,6328
Jalan49.csv,H,64,120,21,97,2,0,387,2516
Jalan5.csv,H,64,76,0,76,0,0,0,3593
Jalan50.csv,H,64,156,80,73,3,0,2486,2270
Jalan51.csv,H,64,142,59,80,3,0,1187,2171
Jalan52.csv,H,64,75,0,75,0,0,0,4135
Jalan53.csv,H,64,89,0,89,0,0,0,4485
Jalan54.csv,H,64,111,1,109,1,0,2,4447
Jalan55.csv,H,64,132,25,107,0,0,432,3471
Jalan56.csv,H,64,142,41,98,3,0,985,3680
Jalan57.csv,H,64,130,59,70,1,0,1298,2330
Jalan58.csv,H,64,136,21,115,0,0,421,4403
Jalan59.csv,H,64,122,25,93,4,0,394,2900
Jalan6.csv,H,64,87,3,83,1,0,40,3047
Jalan60.csv,H,64,118,15,103,0,0,222,3833
Jalan61.csv,H,64,184,60,122,2,0,1597,3559
Jalan62.csv,H,64,160,38,120,2,0,676,3850
Jalan63.csv,H,64,332,15,316,1,0,249,11753
Jalan64.csv,H,64,318,53,262,3,0,687,9881
Jalan65.csv,H,64,281,48,232,1,0,908,8264
Jalan66.csv,H,64,204,78,121,5,0,1290,3166
Jalan67.csv,H,64,256,47,208,1,0,926,8389
Jalan68.csv,H,64,256,49,204,3,0,943,7940
Jalan69.csv,H,64,246,48,193,5,0,1023,6963
Jalan7.csv,H,64,78,14,63,1,0,144,2101
Jalan70.csv,H,64,253,81,167,5,0,1392,5206
Jalan71.csv,H,64,510,67,438,5,0,1280,15558
Jalan72.csv,H,64,528,159,363,6,0,4818,11290
Jalan8.csv,H,64,78,19,58,1,0,465,2064
Jalan9.csv,H,64,80,34,44,2,0,1158,1409
Jalan1.csv,I,64,89,20,68,1,0,265,2201
Jalan10.csv,I,64,96,30,65,1,0,657,2113
Jalan11.csv,I,64,89,39,49,1,0,1218,1860
Jalan12.csv,I,64,100,25,75,0,0,341,2494
Jalan13.csv,I,64,121,46,74,1,0,1046,2008
Jalan14.csv,I,64,107,29,76,2,0,605,2562
Jalan15.csv,I,64,275,59,214,2,0,1240,7677
Jalan16.csv,I,64,269,83,186,0,0,1524,5704
Jalan17.csv,I,64,227,78,146,3,0,1667,3966
Jalan18.csv,I,64,174,94,77,3,0,2069,1677
Jalan19.csv,I,64,232,54,177,1,0,1467,5841
Jalan2.csv,I,64,98,58,39,1,0,1698,925
Jalan20.csv,I,64,213,60,150,3,0,1483,4890
Jalan21.csv,I,64,209,86,122,1,0,1841,3190
Jalan22.csv,I,64,133,101,32,0,0,2967,662
Jalan23.csv,I,64,381,94,284,3,0,1698,8566
Jalan24.csv,I,64,393,133,257,3,0,3936,7615
Jalan25.csv,I,64,71,19,52,0,0,349,1458
Jalan26.csv,I,64,79,35,42,2,0,1220,956
Jalan27.csv,I,64,78,35,43,0,0,1354,1302
Jalan28.csv,I,64,57,0,57,0,0,0,2868
Jalan29.csv,I,64,66,5,61,0,0,36,2384
Jalan3.csv,I,64,91,49,41,1,0,1287,1063
Jalan30.csv,I,64,73,10,61,2,0,48,1983
Jalan31.csv,I,64,66,24,42,0,0,683,1103
Jalan32.csv,I,64,65,19,45,1,0,487,1423
Jalan33.csv,I,64,76,24,52,0,0,970,1563
Jalan34.csv,I,64,73,25,47,1,0,709,1835
Jalan35.csv,I,64,72,21,51,0,0,393,1639
Jalan36.csv,I,64,74,19,53,2,0,388,1488
Jalan37.csv,I,64,82,29,52,1,0,621,1599
Jalan38.csv,I,64,84,26,57,1,0,702,2058
Jalan39.csv,I,64,207,59,143,5,0,959,5350
Jalan4.csv,I,64,79,0,79,0,0,0,3797
Jalan40.csv,I,64,194,62,129,3,0,1337,4025
Jalan41.csv,I,64,158,55,103,0,0,1284,3018
Jalan42.csv,I,64,124,69,51,4,0,2094,1042
Jalan43.csv,I,64,170,47,122,1,0,1280,3737
Jalan44.csv,I,64,166,64,101,1,0,1585,2582
Jalan45.csv,I,64,144,56,84,4,0,1489,2112
Jalan46.csv,I,64,128,78,47,3,0,2519,1044
Jalan47.csv,I,64,308,102,205,1,0,2065,6337
Jalan48.csv,I,64,305,103,197,5,0,3004,6315
Jalan49.csv,I,64,102,20,81,1,0,398,2283
Jalan5.csv,I,64,78,1,77,0,0,2,3362
Jalan50.csv,I,64,117,55,61,1,0,1578,1418
Jalan51.csv,I,64,110,53,56,1,0,1761,1709
Jalan52.csv,I,64,84,1,83,0,0,2,3972
Jalan53.csv,I,64,94,0,93,1,0,0,3779
Jalan54.csv,I,64,114,12,101,1,0,72,3559
Jalan55.csv,I,64,107,33,74,0,0,653,2128
Jalan56.csv,I,64,88,30,57,1,0,566,1913
Jalan57.csv,I,64,108,60,47,1,0,1739,1692
Jalan58.csv,I,64,118,39,77,2,0,782,2773
Jalan59.csv,I,64,114,40,71,3,0,627,2340
Jalan6.csv,I,64,96,12,81,3,0,121,2598
Jalan60.csv,I,64,115,32,82,1,0,1027,3043
Jalan61.csv,I,64,143,47,92,4,0,949,2766
Jalan62.csv,I,64,110,19,88,3,0,242,2787
Jalan63.csv,I,64,308,69,238,1,0,1685,7944
Jalan64.csv,I,64,264,82,181,1,0,2113,5270
Jalan65.csv,I,64,213,87,122,4,0,2115,3316
Jalan66.csv,I,64,178,94,82,2,0,2628,1631
Jalan67.csv,I,64,271,51,219,1,0,1302,7432
Jalan68.csv,I,64,242,59,179,4,0,1285,5866
Jalan69.csv,I,64,205,97,104,4,0,2517,2103
Jalan7.csv,I,64,89,28,60,1,0,424,1735
Jalan70.csv,I,64,167,105,59,3,0,3384,1100
Jalan71.csv,I,64,428,116,299,13,0,2324,9018
Jalan72.csv,I,64,454,167,282,5,0,4950,7932
Jalan8.csv,I,64,84,28,55,1,0,569,1773
Jalan9.csv,I,64,96,28,68,0,0,450,1966
Jalan1.csv,J,64,91,22,66,3,0,380,1854
Jalan10.csv,J,64,91,27,62,2,0,585,2232
Jalan11.csv,J,64,111,39,72,0,0,747,2443
Jalan12.csv,J,64,98,26,71,1,0,778,2434
Jalan13.csv,J,64,108,32,76,0,0,873,2477
Jalan14.csv,J,64,94,14,79,1,0,189,2265
Jalan15.csv,J,64,257,20,237,0,0,323,8798
Jalan16.csv,J,64,233,54,177,2,0,876,6215
Jalan17.csv,J,64,214,37,173,4,0,574,5025
Jalan18.csv,J,64,177,82,92,3,0,2122,2255
Jalan19.csv,J,64,223,50,171,2,0,1037,5832
Jalan2.csv,J,64,100,45,54,1,0,1199,1273
Jalan20.csv,J,64,225,60,164,1,0,1327,4266
Jalan21.csv,J,64,204,83,119,2,0,1608,2757
Jalan22.csv,J,64,181,74,107,0,0,1817,2779
Jalan23.csv,J,64,475,58,416,1,0,641,14381
Jalan24.csv,J,64,468,129,337,2,0,4476,9992
Jalan25.csv,J,64,71,15,54,2,0,266,1489
Jalan26.csv,J,64,75,23,51,1,0,448,1030
Jalan27.csv,J,64,80,36,44,0,0,979,1434
Jalan28.csv,J,64,59,0,59,0,0,0,2913
Jalan29.csv,J,64,61,0,61,0,0,0,2543
Jalan3.csv,J,64,91,46,45,0,0,1463,1371
Jalan30.csv,J,64,67,7,58,2,0,28,2051
Jalan31.csv,J,64,69,24,44,1,0,459,1386
Jalan32.csv,J,64,64,16,46,2,0,324,1608
Jalan33.csv,J,64,75,22,50,3,0,244,1426
Jalan34.csv,J,64,71,22,49,0,0,482,1884
Jalan35.csv,J,64,76,26,49,1,0,598,1704
Jalan36.csv,J,64,68,10,57,1,0,167,1937
Jalan37.csv,J,64,84,13,70,1,0,284,2095
Jalan38.csv,J,64,74,17,57,0,0,433,1813
Jalan39.csv,J,64,195,43,150,2,0,928,4808
Jalan4.csv,J,64,77,0,77,0,0,0,3756
Jalan40.csv,J,64,195,43,150,2,0,928,4808
Jalan41.csv,J,64,157,57,96,4,0,787,2414
Jalan42.csv,J,64,132,65,63,4,0,1492,1409
Jalan43.csv,J,64,191,56,132,3,0,1280,4043
Jalan44.csv,J,64,189,74,112,3,0,1621,2996
Jalan45.csv,J,64,151,82,69,0,0,1583,1428
Jalan46.csv,J,64,123,77,43,3,0,1809,765
Jalan47.csv,J,64,332,63,266,3,0,1037,8559
Jalan48.csv,J,64,373,83,287,3,0,3156,9858
Jalan49.csv,J,64,112,23,89,0,0,432,2413
Jalan5.csv,J,64,78,0,78,0,0,0,3337
Jalan50.csv,J,64,109,37,70,2,0,896,1639
Jalan51.csv,J,64,113,48,62,3,0,984,1649
Jalan52.csv,J,64,88,0,88,0,0,0,4019
Jalan53.csv,J,64,98,0,98,0,0,0,4383
Jalan54.csv,J,64,104,2,101,1,0,13,3887
Jalan55.csv,J,64,109,49,59,1,0,933,1662
Jalan56.csv,J,64,97,22,71,4,0,276,2246
Jalan57.csv,J,64,108,34,71,3,0,469,2125
Jalan58.csv,J,64,104,22,81,1,0,487,2762
Jalan59.csv,J,64,112,46,65,1,0,1382,2066
Jalan6.csv,J,64,90,5,84,1,0,77,2843
Jalan60.csv,J,64,107,18,88,1,0,276,2975
Jalan61.csv,J,64,132,35,97,0,0,851,2896
Jalan62.csv,J,64,121,29,90,2,0,553,3020
Jalan63.csv,J,64,285,13,271,1,0,148,10594
Jalan64.csv,J,64,268,55,211,2,0,902,7052
Jalan65.csv,J,64,228,62,162,4,0,1044,4673
Jalan66.csv,J,64,191,66,124,1,0,1665,3160
Jalan67.csv,J,64,259,64,192,3,0,1415,5631
Jalan68.csv,J,64,232,78,150,4,0,1698,3939
Jalan69.csv,J,64,196,109,85,2,0,2366,1909
Jalan7.csv,J,64,91,26,65,0,0,374,2182
Jalan70.csv,J,64,163,104,57,2,0,2629,1257
Jalan71.csv,J,64,519,82,434,3,0,1225,14971
Jalan72.csv,J,64,488,160,318,10,0,4308,9039
Jalan8.csv,J,64,83,21,62,0,0,376,2012
Jalan9.csv,J,64,98,32,65,1,0,872,2373
