file,subject,N,frames,down,up,eq,empty,total_drop,total_fill,fallback_uniform_frames
Jalan8.csv,E,48,85,37,47,1,0,936,1327,0
Jalan9.csv,E,48,82,41,38,3,0,1411,961,0
Jalan1.csv,F,48,75,46,29,0,0,737,396,0
Jalan10.csv,F,48,97,31,66,0,0,748,1646,0
Jalan11.csv,F,48,97,53,43,1,0,1122,1057,0
Jalan12.csv,F,48,95,37,55,3,0,968,1561,0
Jalan13.csv,F,48,105,54,51,0,0,1161,1172,0
Jalan14.csv,F,48,105,25,79,1,0,443,1787,0
Jalan15.csv,F,48,245,67,173,5,0,960,4218,0
Jalan16.csv,F,48,269,102,162,5,0,1899,4336,0
Jalan17.csv,F,48,238,108,126,4,0,2826,2947,0
Jalan18.csv,F,48,195,120,74,1,0,4018,1617,0
Jalan19.csv,F,48,214,62,151,1,0,1455,4013,0
Jalan2.csv,F,48,89,64,25,0,0,2554,421,0
Jalan20.csv,F,48,208,78,125,5,0,1782,2916,0
Jalan21.csv,F,48,171,86,84,1,0,2504,1645,0
Jalan22.csv,F,48,159,96,60,3,0,3207,1485,0
Jalan23.csv,F,48,398,156,239,3,0,3231,5657,0
Jalan24.csv,F,48,383,193,183,7,0,6501,4199,0
Jalan25.csv,F,48,70,26,43,1,0,414,662,0
Jalan26.csv,F,48,76,48,27,1,0,1946,558,0
Jalan27.csv,F,48,74,49,25,0,0,1259,598,0
Jalan28.csv,F,48,36,0,36,0,0,0,1466,0
Jalan29.csv,F,48,49,1,48,0,0,4,1536,0
Jalan3.csv,F,48,86,52,33,1,0,1731,825,0
Jalan30.csv,F,48,68,17,49,2,0,227,1190,0
Jalan31.csv,F,48,69,25,41,3,0,402,1017,0
Jalan32.csv,F,48,69,29,40,0,0,811,1177,0
Jalan33.csv,F,48,72,29,42,1,0,458,983,0
Jalan34.csv,F,48,75,17,57,1,0,273,1597,0
Jalan35.csv,F,48,77,43,32,2,0,1429,773,0
Jalan36.csv,F,48,72,36,36,0,0,1012,1016,0
Jalan37.csv,F,48,86,50,34,2,0,1509,703,0
Jalan38.csv,F,48,83,20,61,2,0,466,1568,0
Jalan39.csv,F,48,181,60,121,0,0,1318,3045,0
Jalan4.csv,F,48,46,0,46,0,0,0,1729,0
Jalan40.csv,F,48,186,48,135,3,0,1218,3333,0
Jalan41.csv,F,48,160,86,72,2,0,2082,1673,0
Jalan42.csv,F,48,133,93,36,4,0,2971,609,0
Jalan43.csv,F,48,177,36,136,5,0,598,3480,0
Jalan44.csv,F,48,182,57,122,3,0,1442,2695,0
Jalan45.csv,F,48,154,74,77,3,0,2203,1766,0
Jalan46.csv,F,48,119,72,46,1,0,2459,1017,0
Jalan47.csv,F,48,330,128,196,6,0,3214,5207,0
Jalan48.csv,F,48,302,128,170,4,0,4131,3943,0
Jalan49.csv,F,48,98,52,46,0,0,956,810,0
Jalan5.csv,F,48,60,1,59,0,0,4,1786,0
Jalan50.csv,F,48,99,72,25,2,0,2969,505,0
Jalan51.csv,F,48,102,51,51,0,0,1496,1134,0
Jalan52.csv,F,48,48,0,48,0,0,0,1893,0
Jalan53.csv,F,48,72,2,70,0,0,7,2145,0
Jalan54.csv,F,48,94,23,67,4,0,259,1713,0
Jalan55.csv,F,48,89,36,52,1,0,751,1381,0
Jalan56.csv,F,48,81,41,40,0,0,879,1296,0
Jalan57.csv,F,48,96,52,43,1,0,2265,1066,0
Jalan58.csv,F,48,98,30,67,1,0,617,1868,0
Jalan59.csv,F,48,81,36,43,2,0,543,1010,0
Jalan6.csv,F,48,73,23,50,0,0,300,1141,0
Jalan60.csv,F,48,106,30,73,3,0,473,2169,0
Jalan61.csv,F,48,107,67,40,0,0,1658,859,0
Jalan62.csv,F,48,102,36,66,0,0,923,1551,0
Jalan63.csv,F,48,253,67,182,4,0,1250,4815,0
Jalan64.csv,F,48,268,94,171,3,0,1903,4366,0
Jalan65.csv,F,48,229,104,120,5,0,2685,2940,0
Jalan66.csv,F,48,180,128,49,3,0,3867,879,0
Jalan67.csv,F,48,208,43,161,4,0,849,4229,0
Jalan68.csv,F,48,254,81,172,1,0,1712,4511,0
Jalan69.csv,F,48,203,91,106,6,0,2474,2304,0
Jalan7.csv,F,48,75,30,42,3,0,600,1132,0
Jalan70.csv,F,48,164,102,62,0,0,3124,1349,0
Jalan71.csv,F,48,428,188,236,4,0,4368,6011,0
Jalan72.csv,F,48,400,224,174,2,0,7777,4003,0
Jalan8.csv,F,48,78,33,45,0,0,929,1407,0
Jalan9.csv,F,48,103,57,46,0,0,2540,1249,0
Jalan1.csv,G,48,93,48,42,3,0,749,699,0
Jalan10.csv,G,48,98,32,64,2,0,779,1653,0
Jalan11.csv,G,48,74,48,25,1,0,707,460,0
Jalan12.csv,G,48,97,38,59,0,0,1170,1295,0
Jalan13.csv,G,48,109,64,44,1,0,1978,1083,0
Jalan14.csv,G,48,106,37,67,2,0,638,1607,0
Jalan15.csv,G,48,235,60,175,0,0,1157,4728,0
Jalan16.csv,G,48,236,89,142,5,0,1999,3341,0
Jalan17.csv,G,48,214,107,107,0,0,2333,2335,0
Jalan18.csv,G,48,191,127,60,4,0,4507,1335,0
Jalan19.csv,G,48,231,51,180,0,0,1086,4768,0
Jalan2.csv,G,48,101,66,33,2,0,2737,628,0
Jalan20.csv,G,48,196,61,132,3,0,1049,3373,0
Jalan21.csv,G,48,174,81,90,3,0,2156,1930,0
Jalan22.csv,G,48,155,100,53,2,0,3724,1018,0
Jalan23.csv,G,48,387,104,279,4,0,2032,6663,0
Jalan24.csv,G,48,376,164,205,7,0,5182,4526,0
Jalan25.csv,G,48,64,22,38,4,0,414,756,0
Jalan26.csv,G,48,77,56,20,1,0,2070,377,0
Jalan27.csv,G,48,67,41,25,1,0,1243,630,0
Jalan28.csv,G,48,43,0,43,0,0,0,1658,0
Jalan29.csv,G,48,57,1,56,0,0,12,1758,0
Jalan3.csv,G,48,97,49,46,2,0,1356,1057,0
Jalan30.csv,G,48,70,22,48,0,0,281,1254,0
Jalan31.csv,G,48,59,32,24,3,0,842,451,0
Jalan32.csv,G,48,63,32,30,1,0,806,998,0
Jalan33.csv,G,48,64,28,36,0,0,958,958,0
Jalan34.csv,G,48,59,25,34,0,0,611,869,0
Jalan35.csv,G,48,65,34,31,0,0,616,678,0
Jalan36.csv,G,48,90,31,59,0,0,825,1432,0
Jalan37.csv,G,48,85,48,37,0,0,1091,802,0
Jalan38.csv,G,48,72,32,40,0,0,604,957,0
Jalan39.csv,G,48,185,65,118,2,0,1474,3310,0
Jalan4.csv,G,48,49,0,49,0,0,0,1984,0
Jalan40.csv,G,48,179,69,108,2,0,1903,2955,0
Jalan41.csv,G,48,169,88,79,2,0,2894,1684,0
Jalan42.csv,G,48,147,89,57,1,0,3976,1077,0
Jalan43.csv,G,48,171,58,112,1,0,1430,3125,0
Jalan44.csv,G,48,176,67,108,1,0,1497,2936,0
Jalan45.csv,G,48,149,100,47,2,0,2440,1005,0
Jalan46.csv,G,48,102,74,28,0,0,2409,560,0
Jalan47.csv,G,48,296,112,179,5,0,2157,4169,0
Jalan48.csv,G,48,311,147,159,5,0,4410,3672,0
Jalan49.csv,G,48,92,38,52,2,0,832,1068,0
Jalan5.csv,G,48,77,4,73,0,0,25,2268,0
Jalan50.csv,G,48,109,74,34,1,0,2946,669,0
Jalan51.csv,G,48,109,70,39,0,0,2181,870,0
Jalan52.csv,G,48,76,1,75,0,0,7,2501,0
Jalan53.csv,G,48,84,1,82,1,0,7,2432,0
Jalan54.csv,G,48,110,9,101,0,0,41,2970,0
Jalan55.csv,G,48,85,42,41,2,0,910,820,0
Jalan56.csv,G,48,84,42,41,1,0,1118,1124,0
Jalan57.csv,G,48,84,48,36,0,0,2080,938,0
Jalan58.csv,G,48,100,55,45,0,0,1248,1032,0
Jalan59.csv,G,48,100,55,45,0,0,1248,1032,0
Jalan6.csv,G,48,88,8,80,0,0,131,2154,0
Jalan60.csv,G,48,131,47,83,1,0,1365,1984,0
Jalan61.csv,G,48,111,45,61,5,0,1127,1204,0
Jalan62.csv,G,48,120,57,61,2,0,1323,1430,0
Jalan63.csv,G,48,288,92,196,0,0,1860,5467,0
Jalan64.csv,G,48,264,92,167,5,0,2119,4203,0
Jalan65.csv,G,48,204,131,70,3,0,3421,1291,0
Jalan66.csv,G,48,202,147,51,4,0,4693,1046,0
Jalan67.csv,G,48,248,82,165,1,0,1651,4137,0
Jalan68.csv,G,48,225,84,139,2,0,2416,3468,0
Jalan69.csv,G,48,192,128,62,2,0,3685,1064,0
Jalan7.csv,G,48,109,41,67,1,0,959,1319,0
Jalan70.csv,G,48,179,125,54,0,0,4433,1031,0
Jalan71.csv,G,48,426,142,278,6,0,2815,6454,0
Jalan72.csv,G,48,414,181,229,4,0,4896,5740,0
Jalan8.csv,G,48,85,45,39,1,0,1004,1116,0
Jalan9.csv,G,48,97,50,45,2,0,1966,1190,0
Jalan1.csv,H,48,104,51,50,3,0,992,953,0
Jalan10.csv,H,48,79,21,57,1,0,351,1489,0
Jalan11.csv,H,48,84,38,45,1,0,713,1061,0
Jalan12.csv,H,48,101,43,57,1,0,1091,1508,0
Jalan13.csv,H,48,99,60,37,2,0,1865,814,0
Jalan14.csv,H,48,87,18,69,0,0,404,1985,0
Jalan15.csv,H,48,262,81,178,3,0,1397,4443,0
Jalan16.csv,H,48,253,87,164,2,0,2055,4461,0
Jalan17.csv,H,48,215,109,104,2,0,3426,2420,0
Jalan18.csv,H,48,189,104,83,2,0,2551,1826,0
Jalan19.csv,H,48,223,64,158,1,0,1323,3985,0
Jalan2.csv,H,48,117,77,40,0,0,2591,722,0
Jalan20.csv,H,48,227,80,146,1,0,2036,3660,0
Jalan21.csv,H,48,208,84,123,1,0,2547,2960,0
Jalan22.csv,H,48,184,97,85,2,0,2747,1909,0
Jalan23.csv,H,48,421,158,258,5,0,3228,6080,0
Jalan24.csv,H,48,378,181,196,1,0,6990,4717,0
Jalan25.csv,H,48,51,8,42,1,0,188,946,0
Jalan26.csv,H,48,52,18,34,0,0,241,900,0
Jalan27.csv,H,48,57,34,21,2,0,1293,521,0
Jalan28.csv,H,48,32,0,32,0,0,0,1207,0
Jalan29.csv,H,48,46,2,43,1,0,18,1509,0
Jalan3.csv,H,48,98,71,27,0,0,2521,625,0
Jalan30.csv,H,48,54,9,45,0,0,62,1149,0
Jalan31.csv,H,48,51,19,32,0,0,378,745,0
Jalan32.csv,H,48,47,19,27,1,0,618,893,0
Jalan33.csv,H,48,49,27,22,0,0,722,645,0
Jalan34.csv,H,48,47,12,35,0,0,223,998,0
Jalan35.csv,H,48,59,23,36,0,0,555,906,0
Jalan36.csv,H,48,64,11,50,3,0,226,1228,0
Jalan37.csv,H,48,72,38,32,2,0,974,834,0
Jalan38.csv,H,48,59,18,39,2,0,376,909,0
Jalan39.csv,H,48,170,44,125,1,0,1002,3423,0
Jalan4.csv,H,48,63,0,63,0,0,0,2340,0
Jalan40.csv,H,48,164,57,103,4,0,1396,3070,0
Jalan41.csv,H,48,179,77,99,3,0,1837,2119,0
Jalan42.csv,H,48,127,80,45,2,0,2316,821,0
Jalan43.csv,H,48,159,45,113,1,0,1050,3325,0
Jalan44.csv,H,48,161,56,103,2,0,1385,2855,0
Jalan45.csv,H,48,163,58,102,3,0,1884,2535,0
Jalan46.csv,H,48,139,66,70,3,0,1662,1390,0
Jalan47.csv,H,48,282,86,188,8,0,1732,4832,0
Jalan48.csv,H,48,276,129,146,1,0,4449,3613,0
Jalan49.csv,H,48,120,57,57,6,0,1013,1222,0
Jalan5.csv,H,48,76,0,76,0,0,0,2377,0
Jalan50.csv,H,48,156,99,54,3,0,3909,1197,0
Jalan51.csv,H,48,142,91,49,2,0,2418,1130,0
Jalan52.csv,H,48,75,0,75,0,0,0,2935,0
Jalan53.csv,H,48,89,0,89,0,0,0,3061,0
Jalan54.csv,H,48,111,9,99,3,0,63,2732,0
Jalan55.csv,H,48,132,43,86,3,0,1022,1949,0
Jalan56.csv,H,48,142,65,74,3,0,1869,2292,0
Jalan57.csv,H,48,130,75,52,3,0,2371,1323,0
Jalan58.csv,H,48,136,32,102,2,0,829,2635,0
Jalan59.csv,H,48,122,47,73,2,0,978,1532,0
Jalan6.csv,H,48,87,15,70,2,0,161,1776,0
Jalan60.csv,H,48,118,33,83,2,0,607,2330,0
Jalan61.csv,H,48,184,94,88,2,0,2852,1870,0
Jalan62.csv,H,48,160,72,88,0,0,1561,2175,0
Jalan63.csv,H,48,332,68,261,3,0,911,7103,0
Jalan64.csv,H,48,318,99,214,5,0,1933,6039,0
Jalan65.csv,H,48,281,93,184,4,0,2029,4889,0
Jalan66.csv,H,48,204,124,79,1,0,2957,1569,0
Jalan67.csv,H,48,256,72,184,0,0,1886,5253,0
Jalan68.csv,H,48,256,73,180,3,0,1958,4859,0
Jalan69.csv,H,48,246,81,163,2,0,2086,4090,0
Jalan7.csv,H,48,78,29,48,1,0,498,1207,0
Jalan70.csv,H,48,253,124,126,3,0,3093,2859,0
Jalan71.csv,H,48,510,154,350,6,0,3025,9143,0
Jalan72.csv,H,48,528,255,266,7,0,8141,6165,0
Jalan8.csv,H,48,78,34,44,0,0,918,1269,0
Jalan9.csv,H,48,80,46,34,0,0,1821,792,0
Jalan1.csv,I,48,89,34,53,2,0,716,1228,0
Jalan10.csv,I,48,96,47,48,1,0,1263,1183,0
Jalan11.csv,I,48,89,48,41,0,0,1924,1142,0
Jalan12.csv,I,48,100,41,58,1,0,892,1445,0
Jalan13.csv,I,48,121,73,46,2,0,2019,1045,0
Jalan14.csv,I,48,107,45,62,0,0,1189,1434,0
Jalan15.csv,I,48,275,97,178,0,0,2509,4546,0
Jalan16.csv,I,48,269,128,135,6,0,3170,3046,0
Jalan17.csv,I,48,227,122,100,5,0,3323,1990,0
Jalan18.csv,I,48,174,132,40,2,0,3881,705,0
Jalan19.csv,I,48,232,84,144,4,0,2583,3245,0
Jalan2.csv,I,48,98,73,24,1,0,2780,439,0
Jalan20.csv,I,48,213,93,118,2,0,2727,2726,0
Jalan21.csv,I,48,209,125,80,4,0,3538,1543,0
Jalan22.csv,I,48,133,118,15,0,0,4732,299,0
Jalan23.csv,I,48,381,175,203,3,0,3841,4613,0
Jalan24.csv,I,48,393,212,176,5,0,6730,4121,0
Jalan25.csv,I,48,71,34,37,0,0,738,711,0
Jalan26.csv,I,48,79,52,27,0,0,1953,425,0
Jalan27.csv,I,48,78,46,31,1,0,1987,687,0
Jalan28.csv,I,48,57,1,56,0,0,1,1957,0
Jalan29.csv,I,48,66,11,54,1,0,144,1436,0
Jalan3.csv,I,48,91,66,25,0,0,2211,531,0
Jalan30.csv,I,48,73,23,49,1,0,331,1098,0
Jalan31.csv,I,48,66,42,24,0,0,1227,591,0
Jalan32.csv,I,48,65,29,36,0,0,885,781,0
Jalan33.csv,I,48,76,40,36,0,0,1472,849,0
Jalan34.csv,I,48,73,34,39,0,0,1208,1166,0
Jalan35.csv,I,48,72,34,38,0,0,825,919,0
Jalan36.csv,I,48,74,41,33,0,0,883,799,0
Jalan37.csv,I,48,82,46,35,1,0,1258,924,0
Jalan38.csv,I,48,84,36,47,1,0,1214,1226,0
Jalan39.csv,I,48,207,80,123,4,0,2063,3142,0
Jalan4.csv,I,48,79,1,78,0,0,12,2545,0
Jalan40.csv,I,48,194,97,94,3,0,2630,2214,0
Jalan41.csv,I,48,158,85,71,2,0,2403,1609,0
Jalan42.csv,I,48,124,96,26,2,0,3428,392,0
Jalan43.csv,I,48,170,76,92,2,0,2260,1997,0
Jalan44.csv,I,48,166,97,68,1,0,2842,1183,0
Jalan45.csv,I,48,144,86,57,1,0,2649,968,0
Jalan46.csv,I,48,128,99,25,4,0,3972,449,0
Jalan47.csv,I,48,308,151,153,4,0,4127,3471,0
Jalan48.csv,I,48,305,154,150,1,0,5122,3553,0
Jalan49.csv,I,48,102,41,58,3,0,914,1167,0
Jalan5.csv,I,48,78,4,73,1,0,26,2138,0
Jalan50.csv,I,48,117,81,33,3,0,2698,666,0
Jalan51.csv,I,48,110,71,39,0,0,2780,968,0
Jalan52.csv,I,48,84,1,82,1,0,18,2644,0
Jalan53.csv,I,48,94,10,84,0,0,97,2372,0
Jalan54.csv,I,48,114,29,83,2,0,413,2076,0
Jalan55.csv,I,48,107,55,51,1,0,1346,1109,0
Jalan56.csv,I,48,88,45,41,2,0,1197,1136,0
Jalan57.csv,I,48,108,71,37,0,0,2818,1043,0
Jalan58.csv,I,48,118,57,60,1,0,1570,1673,0
Jalan59.csv,I,48,114,62,51,1,0,1440,1329,0
Jalan6.csv,I,48,96,33,62,1,0,492,1433,0
Jalan60.csv,I,48,115,48,67,0,0,1672,1848,0
Jalan61.csv,I,48,143,75,66,2,0,1960,1489,0
Jalan62.csv,I,48,110,44,65,1,0,731,1516,0
Jalan63.csv,I,48,308,119,185,4,0,3135,4466,0
Jalan64.csv,I,48,264,130,127,7,0,3775,2708,0
Jalan65.csv,I,48,213,131,80,2,0,3897,1690,0
Jalan66.csv,I,48,178,130,46,2,0,4483,638,0
Jalan67.csv,I,48,271,91,178,2,0,2394,4188,0
Jalan68.csv,I,48,242,102,136,4,0,2557,3266,0
Jalan69.csv,I,48,205,153,49,3,0,4511,817,0
Jalan7.csv,I,48,89,46,42,1,0,1021,908,0
Jalan70.csv,I,48,167,137,28,2,0,5391,435,0
Jalan71.csv,I,48,428,207,217,4,0,5046,4892,0
Jalan72.csv,I,48,454,258,189,7,0,8365,4083,0
Jalan8.csv,I,48,84,44,40,0,0,1156,1016,0
Jalan9.csv,I,48,96,51,43,2,0,1110,1090,0
Jalan1.csv,J,48,91,45,45,1,0,935,953,0
Jalan10.csv,J,48,91,42,49,0,0,1131,1322,0
Jalan11.csv,J,48,111,59,51,1,0,1510,1430,0
Jalan12.csv,J,48,98,38,57,3,0,1308,1396,0
Jalan13.csv,J,48,108,45,62,1,0,1486,1362,0
Jalan14.csv,J,48,94,38,56,0,0,617,1189,0
Jalan15.csv,J,48,257,52,202,3,0,832,5195,0
Jalan16.csv,J,48,233,90,142,1,0,2048,3659,0
Jalan17.csv,J,48,214,96,117,1,0,1641,2668,0
Jalan18.csv,J,48,177,125,50,2,0,3790,1091,0
Jalan19.csv,J,48,223,84,137,2,0,2046,3273,0
Jalan2.csv,J,48,100,69,28,3,0,2096,570,0
Jalan20.csv,J,48,225,125,96,4,0,2774,2113,0
Jalan21.csv,J,48,204,128,71,5,0,3275,1160,0
Jalan22.csv,J,48,181,114,67,0,0,3349,1415,0
Jalan23.csv,J,48,475,126,344,5,0,2068,8208,0
Jalan24.csv,J,48,468,221,241,6,0,7260,5288,0
Jalan25.csv,J,48,71,30,41,0,0,622,709,0
Jalan26.csv,J,48,75,51,24,0,0,1036,418,0
Jalan27.csv,J,48,80,50,30,0,0,1636,811,0
Jalan28.csv,J,48,59,0,59,0,0,0,1969,0
Jalan29.csv,J,48,61,3,58,0,0,13,1580,0
Jalan3.csv,J,48,91,56,35,0,0,2264,716,0
Jalan30.csv,J,48,67,18,49,0,0,216,1167,0
Jalan31.csv,J,48,69,35,33,1,0,938,761,0
Jalan32.csv,J,48,64,29,34,1,0,705,965,0
Jalan33.csv,J,48,75,39,35,1,0,758,740,0
Jalan34.csv,J,48,71,30,39,2,0,904,1170,0
Jalan35.csv,J,48,76,38,37,1,0,1127,1017,0
Jalan36.csv,J,48,68,19,48,1,0,386,1068,0
Jalan37.csv,J,48,84,32,50,2,0,655,1122,0
Jalan38.csv,J,48,74,28,46,0,0,777,973,0
Jalan39.csv,J,48,195,74,120,1,0,1885,2645,0
Jalan4.csv,J,48,77,1,76,0,0,2,2526,0
Jalan40.csv,J,48,195,74,120,1,0,1885,2645,0
Jalan41.csv,J,48,157,91,63,3,0,2006,1121,0
Jalan42.csv,J,48,132,94,34,4,0,2786,591,0
Jalan43.csv,J,48,191,87,99,5,0,2449,2156,0
Jalan44.csv,J,48,189,109,78,2,0,3132,1483,0
Jalan45.csv,J,48,151,111,38,2,0,3139,568,0
Jalan46.csv,J,48,123,102,20,1,0,3302,290,0
Jalan47.csv,J,48,332,122,205,5,0,2487,4697,0
Jalan48.csv,J,48,373,139,228,6,0,4898,5632,0
Jalan49.csv,J,48,112,47,64,1,0,999,1188,0
Jalan5.csv,J,48,78,3,75,0,0,23,2112,0
Jalan50.csv,J,48,109,63,45,1,0,1729,728,0
Jalan51.csv,J,48,113,77,35,1,0,1980,837,0
Jalan52.csv,J,48,88,2,85,1,0,22,2633,0
Jalan53.csv,J,48,98,4,94,0,0,15,2830,0
Jalan54.csv,J,48,104,12,92,0,0,106,2316,0
Jalan55.csv,J,48,109,70,39,0,0,1889,874,0
Jalan56.csv,J,48,97,42,53,2,0,818,1236,0
Jalan57.csv,J,48,108,63,44,1,0,1319,1247,0
Jalan58.csv,J,48,104,42,62,0,0,1011,1622,0
Jalan59.csv,J,48,112,64,46,2,0,2273,1165,0
Jalan6.csv,J,48,90,24,66,0,0,300,1626,0
Jalan60.csv,J,48,107,38,68,1,0,717,1704,0
Jalan61.csv,J,48,132,61,66,5,0,1614,1547,0
Jalan62.csv,J,48,121,46,71,4,0,1160,1691,0
Jalan63.csv,J,48,285,47,237,1,0,557,6443,0
Jalan64.csv,J,48,268,103,162,3,0,2171,4033,0
Jalan65.csv,J,48,228,107,116,5,0,2435,2416,0
Jalan66.csv,J,48,191,108,83,0,0,3015,1454,0
Jalan67.csv,J,48,259,113,141,5,0,2819,2891,0
Jalan68.csv,J,48,232,130,100,2,0,3408,1937,0
Jalan69.csv,J,48,196,145,50,1,0,4434,841,0
Jalan7.csv,J,48,91,39,50,2,0,871,1223,0
Jalan70.csv,J,48,163,130,32,1,0,4498,518,0
Jalan71.csv,J,48,519,169,347,3,0,3224,8666,0
Jalan72.csv,J,48,488,266,214,8,0,7754,4677,0
Jalan8.csv,J,48,83,37,46,0,0,843,1151,0
Jalan9.csv,J,48,98,43,54,1,0,1495,1428,0
